sku_code,cpse_name,depot_location,raw_description,quantity,unit_cost_inr,days_idle,po_no,heat_no,standard,hsn_code,gem_category,mesc_code,cppp_tender_id
HPCL-GAS-04078,HPCL,"Visakh Refinery, Andhra Pradesh",GSKT-RTJ-DN80-PN50-SOFTIRON,179,3063.74,809,HPCL/PO/2024/730765,HT-B65027,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.10.83.701.1,CPPP/2025/HPCL_619349
HPCL-FLA-04079,HPCL,"Visakh Refinery, Andhra Pradesh",FLG-WN-DN20-PN50-A182F53-RF,63,21509.54,920,HPCL/PO/2024/907058,HT-X35492,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.52.86.402.1,CPPP/2025/HPCL_205286
HPCL-GLO-04080,HPCL,"Mumbai Refinery, Maharashtra",VLV-GL-DN500-PN150-A105-RTJ,65,24020.65,402,HPCL/PO/2024/514601,HT-C30398,API 623,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.27.56.523.1,CPPP/2025/HPCL_318517
HPCL-TEE-04081,HPCL,"Visakh Refinery, Andhra Pradesh",TEE-EQ-DN25-A234WPB,22,5075.55,501,HPCL/PO/2024/301154,HT-Z20332,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.49.52.961.1,CPPP/2025/HPCL_389264
HPCL-FLA-04082,HPCL,"Mumbai Refinery, Maharashtra",FLG-SW-DN80-PN100-A182F51-RF,41,11238.88,56,HPCL/PO/2024/243052,HT-X19699,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.89.33.745.1,CPPP/2025/HPCL_109897
HPCL-ELB-04083,HPCL,"Visakh Refinery, Andhra Pradesh",ELB-90LR-DN25-SCH 80-A234WPB,126,4039.54,500,HPCL/PO/2024/628601,HT-C52353,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.34.76.218.1,CPPP/2025/HPCL_894512
HPCL-GLO-04084,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GL-DN600-PN100-A105-TR12-RF,178,28757.42,210,HPCL/PO/2024/668330,HT-X15491,BS 1873,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.18.70.248.1,CPPP/2025/HPCL_179857
HPCL-BUT-04085,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-BFV-DN50-PN20-A351CF8M-RF,83,59206.17,42,HPCL/PO/2024/803434,HT-B26652,ASME B16.34,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.30.63.406.1,CPPP/2025/HPCL_711434
HPCL-GLO-04086,HPCL,"Mumbai Refinery, Maharashtra",VLV-GL-DN50-PN420-A352LCB-TR8-RTJ,93,27998.67,881,HPCL/PO/2024/318942,HT-C73089,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.64.93.386.1,CPPP/2025/HPCL_752123
HPCL-RED-04087,HPCL,"Visakh Refinery, Andhra Pradesh",RED-CONC-DN40-SCH 40-A420WPL6,167,3911.28,527,HPCL/PO/2024/531203,HT-X18274,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.58.46.661.1,CPPP/2025/HPCL_367939
HPCL-CHE-04088,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-CHK-DN300-PN150-A351CF8M-TR12-RTJ,12,42923.93,600,HPCL/PO/2024/480902,HT-C55849,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.79.74.446.1,CPPP/2025/HPCL_699304
HPCL-RED-04089,HPCL,"Mumbai Refinery, Maharashtra",RED-CONC-DN150-SCH 40-A234WPB,66,4291.29,273,HPCL/PO/2024/321854,HT-Z23751,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.25.18.328.1,CPPP/2025/HPCL_157316
HPCL-GAS-04090,HPCL,"Bathinda Refinery (HMEL JV), Punjab",GSKT-RTJ-DN25-PN20-SOFTIRON,111,4343.67,22,HPCL/PO/2024/473776,HT-A85321,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.68.36.960.1,CPPP/2025/HPCL_811842
HPCL-GAT-04091,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GT-DN300-PN50-A350LF2-RF,26,29544.73,28,HPCL/PO/2024/784735,HT-Z22517,ASME B16.34,84818030,GeM/CAT/VALVES/GATE/API600,77.10.10.17.555.1,CPPP/2025/HPCL_397200
HPCL-GAS-04092,HPCL,"Bathinda Refinery (HMEL JV), Punjab",GSKT-RTJ-DN20-PN20-LOWCARBONSTEEL,135,3495.64,47,HPCL/PO/2024/948025,HT-Z16956,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.17.79.489.1,CPPP/2025/HPCL_528968
HPCL-PIP-04093,HPCL,"Visakh Refinery, Andhra Pradesh",PIPE-ERW-DN250-SCH 80-A333GR.6-BE,63,11041.15,202,HPCL/PO/2024/911321,HT-X85105,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.54.44.681.1,CPPP/2025/HPCL_812939
HPCL-BAL-04094,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-BL-DN50-PN250-A352LCB-316SS/DEV-RTJ,94,29347.93,16,HPCL/PO/2024/486102,HT-X88799,ASME B16.34,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.21.62.289.1,CPPP/2025/HPCL_793311
HPCL-STU-04095,HPCL,"Bathinda Refinery (HMEL JV), Punjab",STUD-M36-220MM-A193B7M-2HM,49,1645.77,406,HPCL/PO/2024/742837,HT-X64773,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.28.67.236.1,CPPP/2025/HPCL_456570
HPCL-GAS-04096,HPCL,"Mumbai Refinery, Maharashtra",GSKT-RTJ-DN500-PN20-SOFTIRON,142,2911.25,118,HPCL/PO/2024/644090,HT-Z31084,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.26.28.590.1,CPPP/2025/HPCL_233192
HPCL-STU-04097,HPCL,"Visakh Refinery, Andhra Pradesh",STUD-M20-260MM-A193B8M-8M,87,1992.63,883,HPCL/PO/2024/606940,HT-B45797,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.16.54.338.1,CPPP/2025/HPCL_666320
HPCL-PIP-04098,HPCL,"Visakh Refinery, Andhra Pradesh",PIPE-SMLS-DN15-SCH 160-A312TP304L-BE,163,10943.71,321,HPCL/PO/2024/598636,HT-B82804,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.15.35.518.1,CPPP/2025/HPCL_564893
HPCL-CEN-04099,HPCL,"Mumbai Refinery, Maharashtra",PUMP-IMP-DN400-AISI410-API610,51,37552.43,53,HPCL/PO/2024/282826,HT-B93865,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.88.44.726.1,CPPP/2025/HPCL_875482
HPCL-ELB-04100,HPCL,"Mumbai Refinery, Maharashtra",ELB-90LR-DN100-SCH 80-A420WPL6,161,3321.68,213,HPCL/PO/2024/423944,HT-A45544,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.78.70.913.1,CPPP/2025/HPCL_613823
HPCL-ELB-04101,HPCL,"Bathinda Refinery (HMEL JV), Punjab",ELB-90LR-DN100-SCH 40-A403WP304L,3,3931.98,79,HPCL/PO/2024/274267,HT-A67521,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.86.59.391.1,CPPP/2025/HPCL_406581
HPCL-GAS-04102,HPCL,"Bathinda Refinery (HMEL JV), Punjab",GSKT-SWG-DN600-PN100-SS316L/FG,92,2783.43,26,HPCL/PO/2024/729912,HT-A92105,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.33.54.429.1,CPPP/2025/HPCL_245321
HPCL-CEN-04103,HPCL,"Visakh Refinery, Andhra Pradesh",MECH-SEAL-DN15-A743CA15-API610,121,50167.55,35,HPCL/PO/2024/794307,HT-B71654,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.76.70.157.1,CPPP/2025/HPCL_308584
HPCL-PSV-04104,HPCL,"Mumbai Refinery, Maharashtra",VLV-PSV-DN600-PN250-ORF-R-A216WCB,105,49644.35,567,HPCL/PO/2024/754297,HT-B76965,ASME SEC VIII,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.54.77.852.1,CPPP/2025/HPCL_549994
HPCL-ELB-04105,HPCL,"Visakh Refinery, Andhra Pradesh",ELB-90LR-DN200-SCH 40-A403WP316L,135,3710.98,40,HPCL/PO/2024/871499,HT-Z99918,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.93.24.549.1,CPPP/2025/HPCL_867864
HPCL-CEN-04106,HPCL,"Visakh Refinery, Andhra Pradesh",PUMP-IMP-DN400-A743CA15-API610,132,46922.1,1056,HPCL/PO/2024/508743,HT-Z94102,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.98.54.173.1,CPPP/2025/HPCL_987292
HPCL-CHE-04107,HPCL,"Mumbai Refinery, Maharashtra",VLV-CHK-DN100-PN150-A351CF8M-TR8-RTJ,5,63121.83,766,HPCL/PO/2024/862850,HT-X36780,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.78.58.403.1,CPPP/2025/HPCL_507717
HPCL-PSV-04108,HPCL,"Mumbai Refinery, Maharashtra",VLV-PSV-DN25-PN150-ORF-L-A351CF8M,67,159103.07,336,HPCL/PO/2024/992827,HT-C77157,API 526,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.88.80.621.1,CPPP/2025/HPCL_236840
HPCL-CHE-04109,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-CHK-DN50-PN250-A352LCB-RTJ,166,17557.44,25,HPCL/PO/2024/349088,HT-B37041,API 594,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.78.96.342.1,CPPP/2025/HPCL_215208
HPCL-PIP-04110,HPCL,"Visakh Refinery, Andhra Pradesh",PIPE-ERW-DN150-SCH 20-A106GR.B-BE,17,9952.56,487,HPCL/PO/2024/741144,HT-C21315,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.35.16.600.1,CPPP/2025/HPCL_411942
HPCL-BUT-04111,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-BFV-DN40-PN100-A352LCB-SS316+STELLITE-RF,45,32396.59,855,HPCL/PO/2024/135758,HT-Z35744,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.84.97.234.1,CPPP/2025/HPCL_966487
HPCL-STU-04112,HPCL,"Mumbai Refinery, Maharashtra",STUD-M42-150MM-A193B7-2H,61,2300.23,128,HPCL/PO/2024/925020,HT-C29341,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.87.45.898.1,CPPP/2025/HPCL_865727
HPCL-PIP-04113,HPCL,"Mumbai Refinery, Maharashtra",PIPE-SMLS-DN600-SCH 160-API5LX65-BE,32,8027.47,63,HPCL/PO/2024/665549,HT-Z88721,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.33.96.872.1,CPPP/2025/HPCL_806710
HPCL-BUT-04114,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-BFV-DN50-PN20-A352LCB-SS316+STELLITE-RF,26,35823.74,417,HPCL/PO/2024/945251,HT-A47065,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.17.30.570.1,CPPP/2025/HPCL_984078
HPCL-PIP-04115,HPCL,"Mumbai Refinery, Maharashtra",PIPE-SMLS-DN25-SCH XXS-A312TP316L-BE,58,8267.89,45,HPCL/PO/2024/793664,HT-B36941,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.95.94.187.1,CPPP/2025/HPCL_884105
HPCL-ELB-04116,HPCL,"Bathinda Refinery (HMEL JV), Punjab",ELB-90LR-DN500-SCH 80-A234WPB,42,3886.1,737,HPCL/PO/2024/552765,HT-C67406,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.12.71.534.1,CPPP/2025/HPCL_258197
HPCL-GAT-04117,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GT-DN600-PN100-A216WCB-TR12-RF,37,19305.21,18,HPCL/PO/2024/123930,HT-X95340,API 600,84818030,GeM/CAT/VALVES/GATE/API600,77.10.25.25.972.1,CPPP/2025/HPCL_376322
HPCL-CEN-04118,HPCL,"Mumbai Refinery, Maharashtra",MECH-SEAL-DN80-SIC/SIC/FFKM-API610,8,39611.34,83,HPCL/PO/2024/826127,HT-B45447,API 682,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.42.55.227.1,CPPP/2025/HPCL_493554
HPCL-GAT-04119,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GT-DN500-PN150-A182F316L-TR8-RTJ,40,44944.49,356,HPCL/PO/2024/737585,HT-Z40736,API 600,84818030,GeM/CAT/VALVES/GATE/API600,77.10.33.90.328.1,CPPP/2025/HPCL_277746
HPCL-GAS-04120,HPCL,"Bathinda Refinery (HMEL JV), Punjab",GSKT-RTJ-DN150-PN150-LOWCARBONSTEEL,154,4317.21,284,HPCL/PO/2024/253694,HT-C18697,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.73.17.224.1,CPPP/2025/HPCL_301484
HPCL-GAS-04121,HPCL,"Bathinda Refinery (HMEL JV), Punjab",GSKT-RTJ-DN300-PN50-LOWCARBONSTEEL,97,3095.28,636,HPCL/PO/2024/704215,HT-Z42729,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.10.74.583.1,CPPP/2025/HPCL_229196
HPCL-CHE-04122,HPCL,"Mumbai Refinery, Maharashtra",VLV-CHK-DN200-PN20-A105-TR1-RF,19,19584.97,433,HPCL/PO/2024/236847,HT-X26069,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.16.85.786.1,CPPP/2025/HPCL_832413
HPCL-STU-04123,HPCL,"Mumbai Refinery, Maharashtra",STUD-M36-120MM-A193B7-2H,109,1770.73,70,HPCL/PO/2024/303168,HT-C84891,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.34.23.546.1,CPPP/2025/HPCL_937766
HPCL-CHE-04124,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-CHK-DN40-PN100-A352LCB-TR12-RF,81,20116.93,110,HPCL/PO/2024/561192,HT-C73911,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.20.72.553.1,CPPP/2025/HPCL_212418
HPCL-BUT-04125,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-BFV-DN40-PN50-A352LCB-NITRONIC-60-RF,69,25914.87,60,HPCL/PO/2024/949333,HT-Z93144,ASME B16.34,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.22.51.645.1,CPPP/2025/HPCL_724222
HPCL-RED-04126,HPCL,"Visakh Refinery, Andhra Pradesh",RED-CONC-DN100-A420WPL6,15,3512.75,29,HPCL/PO/2024/952387,HT-C77162,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.27.42.120.1,CPPP/2025/HPCL_216839
HPCL-GAS-04127,HPCL,"Visakh Refinery, Andhra Pradesh",GSKT-RTJ-DN200-PN20-A182F316L,170,7142.96,610,HPCL/PO/2024/315695,HT-B47318,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.71.22.450.1,CPPP/2025/HPCL_792080
HPCL-GLO-04128,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-GL-DN400-PN420-A350LF2-TR16-RTJ,123,35255.45,39,HPCL/PO/2024/891847,HT-X84575,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.67.32.959.1,CPPP/2025/HPCL_645432
HPCL-GAT-04129,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GT-DN600-PN250-A105-TR8-RTJ,119,21454.2,40,HPCL/PO/2024/699423,HT-A99338,ASME B16.34,84818030,GeM/CAT/VALVES/GATE/API600,77.10.80.55.742.1,CPPP/2025/HPCL_569757
HPCL-GAS-04130,HPCL,"Mumbai Refinery, Maharashtra",GSKT-SWG-DN400-PN150-INCONEL625/FG,142,11136.81,126,HPCL/PO/2024/850406,HT-C29906,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.95.27.777.1,CPPP/2025/HPCL_758735
HPCL-ELB-04131,HPCL,"Mumbai Refinery, Maharashtra",ELB-90LR-DN150-SCH 80-A403WP304L,42,4013.86,119,HPCL/PO/2024/828574,HT-B64396,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.80.77.837.1,CPPP/2025/HPCL_915419
HPCL-RED-04132,HPCL,"Mumbai Refinery, Maharashtra",RED-CONC-DN80-SCH 80-A403WP316L,64,4413.84,79,HPCL/PO/2024/665631,HT-X74103,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.62.67.812.1,CPPP/2025/HPCL_182977
HPCL-GLO-04133,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GL-DN80-PN50-A351CF8M-TR1-RF,159,67151.65,171,HPCL/PO/2024/860278,HT-A68275,BS 1873,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.34.59.509.1,CPPP/2025/HPCL_287300
HPCL-FLA-04134,HPCL,"Visakh Refinery, Andhra Pradesh",FLG-SO-DN25-PN100-A182F304L-RF,5,5170.2,314,HPCL/PO/2024/482382,HT-A69442,ASME B16.5,73072100,GeM/CAT/FLANGES/ASME/B16.5,74.20.18.65.248.1,CPPP/2025/HPCL_344192
HPCL-RED-04135,HPCL,"Mumbai Refinery, Maharashtra",RED-CONC-DN300-SCH 40-A403WP304L,95,4273.68,322,HPCL/PO/2024/527566,HT-Z26076,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.24.30.958.1,CPPP/2025/HPCL_994101
HPCL-PSV-04136,HPCL,"Mumbai Refinery, Maharashtra",VLV-PSV-DN600-PN100-ORF-P-A351CF8M,64,125831.5,224,HPCL/PO/2024/936979,HT-C36110,ASME SEC VIII,84814000,GeM/CAT/VALVES/SAFETY_RELIEF/API526,77.40.90.86.308.1,CPPP/2025/HPCL_656591
HPCL-ELB-04137,HPCL,"Mumbai Refinery, Maharashtra",ELB-90LR-DN300-SCH 40-A403WP316L,56,3689.59,1000,HPCL/PO/2024/952747,HT-B47488,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.31.34.671.1,CPPP/2025/HPCL_414228
HPCL-BAL-04138,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-BL-DN25-PN250-A352LCB-316SS/DEV-RTJ,26,29766.11,127,HPCL/PO/2024/311096,HT-X78825,API 607,84818030,GeM/CAT/VALVES/BALL/API6D,77.16.19.98.924.1,CPPP/2025/HPCL_228127
HPCL-TEE-04139,HPCL,"Visakh Refinery, Andhra Pradesh",TEE-EQ-DN250-SCH 160-A420WPL6,89,4928.4,649,HPCL/PO/2024/449385,HT-X20196,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.27.81.391.1,CPPP/2025/HPCL_158101
HPCL-GAS-04140,HPCL,"Mumbai Refinery, Maharashtra",GSKT-RTJ-DN600-PN100-A182F316L,137,9190.9,623,HPCL/PO/2024/871059,HT-A84369,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.35.24.660.1,CPPP/2025/HPCL_783519
HPCL-ELB-04141,HPCL,"Mumbai Refinery, Maharashtra",ELB-90LR-DN250-SCH 80-A420WPL6,108,2802.98,191,HPCL/PO/2024/386632,HT-A98480,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.56.82.878.1,CPPP/2025/HPCL_883671
HPCL-GAS-04142,HPCL,"Bathinda Refinery (HMEL JV), Punjab",GSKT-SWG-DN40-PN50-INCONEL625/FG,175,10428.82,575,HPCL/PO/2024/790277,HT-B52790,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.77.17.434.1,CPPP/2025/HPCL_973097
HPCL-CEN-04143,HPCL,"Bathinda Refinery (HMEL JV), Punjab",MECH-SEAL-DN50-AISI410-API610,159,35953.21,129,HPCL/PO/2024/530477,HT-X45937,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.61.48.236.1,CPPP/2025/HPCL_986730
HPCL-CEN-04144,HPCL,"Mumbai Refinery, Maharashtra",PUMP-SLEEVE-DN100-A743CA15-API610,11,41853.77,340,HPCL/PO/2024/975256,HT-B79524,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.90.15.377.1,CPPP/2025/HPCL_800511
HPCL-TEE-04145,HPCL,"Bathinda Refinery (HMEL JV), Punjab",TEE-EQ-DN300-A420WPL6,56,4392.98,866,HPCL/PO/2024/700076,HT-B76887,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.12.42.898.1,CPPP/2025/HPCL_570182
HPCL-GAS-04146,HPCL,"Mumbai Refinery, Maharashtra",GSKT-RTJ-DN150-PN150-SOFTIRON,71,4353.62,85,HPCL/PO/2024/873182,HT-X87961,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.82.69.121.1,CPPP/2025/HPCL_924090
HPCL-BUT-04147,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-BFV-DN20-PN20-A352LCB-NITRONIC-60-RF,46,30858.41,130,HPCL/PO/2024/274200,HT-B51627,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.57.72.632.1,CPPP/2025/HPCL_396020
HPCL-GAT-04148,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GT-DN20-PN20-A352LCB-RF,180,21124.9,802,HPCL/PO/2024/771797,HT-A82729,API 600,84818030,GeM/CAT/VALVES/GATE/API600,77.10.61.65.985.1,CPPP/2025/HPCL_131692
HPCL-CEN-04149,HPCL,"Visakh Refinery, Andhra Pradesh",PUMP-SLEEVE-DN400-AISI410-API610,128,56366.0,224,HPCL/PO/2024/684510,HT-C76531,API 610,84139120,GeM/CAT/PUMPS/SPARES/API610,58.10.94.91.362.1,CPPP/2025/HPCL_467358
HPCL-GAS-04150,HPCL,"Mumbai Refinery, Maharashtra",GSKT-SWG-DN300-PN20-INCONEL625/FG,91,14587.79,253,HPCL/PO/2024/332779,HT-C75129,ASME B16.20,84841000,GeM/CAT/GASKETS/SPIRAL_WOUND/B16.20,85.20.46.82.287.1,CPPP/2025/HPCL_963594
HPCL-STU-04151,HPCL,"Mumbai Refinery, Maharashtra",STUD-M42-120MM-A193B8M-8M,61,2089.98,276,HPCL/PO/2024/174998,HT-B87301,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.95.13.958.1,CPPP/2025/HPCL_592173
HPCL-STU-04152,HPCL,"Mumbai Refinery, Maharashtra",STUD-M27-180MM-A320L7-7,83,1867.88,817,HPCL/PO/2024/983418,HT-A95633,ASME B16.5,73181500,GeM/CAT/FASTENERS/STUD_BOLTS/B16.5,81.30.33.71.200.1,CPPP/2025/HPCL_432749
HPCL-GLO-04153,HPCL,"Mumbai Refinery, Maharashtra",VLV-GL-DN25-PN150-A105-TR5-RTJ,137,22795.01,64,HPCL/PO/2024/498785,HT-Z18293,API 602,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.34.80.954.1,CPPP/2025/HPCL_298687
HPCL-BUT-04154,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-BFV-DN500-PN100-A351CF8M-RF,166,62273.54,101,HPCL/PO/2024/575681,HT-Z37736,API 609,84818030,GeM/CAT/VALVES/BUTTERFLY/API609,77.18.56.49.282.1,CPPP/2025/HPCL_174953
HPCL-GAS-04155,HPCL,"Mumbai Refinery, Maharashtra",GSKT-RTJ-DN150-PN250-SOFTIRON,25,4236.7,49,HPCL/PO/2024/163401,HT-C69995,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.84.82.599.1,CPPP/2025/HPCL_733911
HPCL-TEE-04156,HPCL,"Visakh Refinery, Andhra Pradesh",TEE-EQ-DN150-SCH 40-A403WP304L,23,5448.92,101,HPCL/PO/2024/419815,HT-X56006,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.53.15.515.1,CPPP/2025/HPCL_487437
HPCL-GAS-04157,HPCL,"Mumbai Refinery, Maharashtra",GSKT-RTJ-DN15-PN150-LOWCARBONSTEEL,105,3803.47,54,HPCL/PO/2024/152901,HT-C27817,ASME B16.20,84841000,GeM/CAT/GASKETS/RTJ/B16.20,85.20.12.92.395.1,CPPP/2025/HPCL_267480
HPCL-GLO-04158,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-GL-DN200-PN100-A216WCB-TR8-RF,82,26412.85,133,HPCL/PO/2024/606009,HT-B48758,BS 1873,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.53.12.674.1,CPPP/2025/HPCL_745284
HPCL-CHE-04159,HPCL,"Mumbai Refinery, Maharashtra",VLV-CHK-DN400-PN250-A216WCB-TR12-RTJ,115,23202.19,432,HPCL/PO/2024/337175,HT-B60224,BS 1868,84813000,GeM/CAT/VALVES/CHECK/API594,77.14.87.48.383.1,CPPP/2025/HPCL_793453
HPCL-PIP-04160,HPCL,"Visakh Refinery, Andhra Pradesh",PIPE-SMLS-DN400-SCH 40-A106GR.B-BE,113,9622.34,204,HPCL/PO/2024/616887,HT-A94400,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.99.70.633.1,CPPP/2025/HPCL_900155
HPCL-PIP-04161,HPCL,"Mumbai Refinery, Maharashtra",PIPE-ERW-DN250-API5LGR.B-BE,46,9589.32,82,HPCL/PO/2024/616302,HT-C28435,API 5L PSL2,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.61.74.739.1,CPPP/2025/HPCL_109242
HPCL-GAT-04162,HPCL,"Visakh Refinery, Andhra Pradesh",VLV-GT-DN80-PN100-A216WCB-TR12-RF,91,23665.81,14,HPCL/PO/2024/538511,HT-Z26063,API 602,84818030,GeM/CAT/VALVES/GATE/API600,77.10.55.68.295.1,CPPP/2025/HPCL_548168
HPCL-PIP-04163,HPCL,"Visakh Refinery, Andhra Pradesh",PIPE-SMLS-DN20-SCH XXS-A312TP304L-BE,146,7305.37,1084,HPCL/PO/2024/582987,HT-A97949,ASME B36.10M,73041910,GeM/CAT/PIPES/SEAMLESS/ASME,60.15.49.66.515.1,CPPP/2025/HPCL_455144
HPCL-RED-04164,HPCL,"Visakh Refinery, Andhra Pradesh",RED-CONC-DN15-SCH 40-A403WP304L,43,4504.73,199,HPCL/PO/2024/196334,HT-Z12234,ASME B16.9,73079310,GeM/CAT/FITTINGS/BUTTWELD/B16.9,74.10.76.93.405.1,CPPP/2025/HPCL_684613
HPCL-GLO-04165,HPCL,"Bathinda Refinery (HMEL JV), Punjab",VLV-GL-DN25-PN20-A216WCB-TR8-RF,142,30144.83,213,HPCL/PO/2024/331265,HT-B32013,API 623,84818030,GeM/CAT/VALVES/GLOBE/BS1873,77.12.22.56.882.1,CPPP/2025/HPCL_510246
