canonical_id,item_type,size_nb_mm,size_inch,dn_code,pressure_class,metallurgy,facing_end,standard,canonical_description,unspsc_code,gem_category_id
CAN-001873,GLOBE_VALVE,50.0,"2""",DN50,900,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 2"" (DN50), CLASS 900, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001874,GLOBE_VALVE,50.0,"2""",DN50,900,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 2"" (DN50), CLASS 900, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001875,GLOBE_VALVE,50.0,"2""",DN50,900,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 2"" (DN50), CLASS 900, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001876,GLOBE_VALVE,50.0,"2""",DN50,900,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 2"" (DN50), CLASS 900, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001877,GLOBE_VALVE,50.0,"2""",DN50,1500,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 2"" (DN50), CLASS 1500, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001878,GLOBE_VALVE,50.0,"2""",DN50,1500,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 2"" (DN50), CLASS 1500, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001879,GLOBE_VALVE,50.0,"2""",DN50,1500,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 2"" (DN50), CLASS 1500, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001880,GLOBE_VALVE,50.0,"2""",DN50,1500,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 2"" (DN50), CLASS 1500, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001881,GLOBE_VALVE,80.0,"3""",DN80,150,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 150, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001882,GLOBE_VALVE,80.0,"3""",DN80,150,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 150, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001883,GLOBE_VALVE,80.0,"3""",DN80,150,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 150, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001884,GLOBE_VALVE,80.0,"3""",DN80,150,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 150, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001885,GLOBE_VALVE,80.0,"3""",DN80,300,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 300, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001886,GLOBE_VALVE,80.0,"3""",DN80,300,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 300, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001887,GLOBE_VALVE,80.0,"3""",DN80,300,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 300, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001888,GLOBE_VALVE,80.0,"3""",DN80,300,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 300, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001889,GLOBE_VALVE,80.0,"3""",DN80,600,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 600, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001890,GLOBE_VALVE,80.0,"3""",DN80,600,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 600, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001891,GLOBE_VALVE,80.0,"3""",DN80,600,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 600, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001892,GLOBE_VALVE,80.0,"3""",DN80,600,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 600, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001893,GLOBE_VALVE,80.0,"3""",DN80,900,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 900, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001894,GLOBE_VALVE,80.0,"3""",DN80,900,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 900, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001895,GLOBE_VALVE,80.0,"3""",DN80,900,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 900, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001896,GLOBE_VALVE,80.0,"3""",DN80,900,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 900, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001897,GLOBE_VALVE,80.0,"3""",DN80,1500,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 1500, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001898,GLOBE_VALVE,80.0,"3""",DN80,1500,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 1500, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001899,GLOBE_VALVE,80.0,"3""",DN80,1500,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 3"" (DN80), CLASS 1500, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001900,GLOBE_VALVE,80.0,"3""",DN80,1500,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 3"" (DN80), CLASS 1500, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001901,GLOBE_VALVE,100.0,"4""",DN100,150,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 150, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001902,GLOBE_VALVE,100.0,"4""",DN100,150,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 150, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001903,GLOBE_VALVE,100.0,"4""",DN100,150,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 150, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001904,GLOBE_VALVE,100.0,"4""",DN100,150,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 150, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001905,GLOBE_VALVE,100.0,"4""",DN100,300,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 300, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001906,GLOBE_VALVE,100.0,"4""",DN100,300,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 300, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001907,GLOBE_VALVE,100.0,"4""",DN100,300,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 300, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001908,GLOBE_VALVE,100.0,"4""",DN100,300,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 300, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001909,GLOBE_VALVE,100.0,"4""",DN100,600,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 600, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001910,GLOBE_VALVE,100.0,"4""",DN100,600,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 600, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001911,GLOBE_VALVE,100.0,"4""",DN100,600,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 600, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001912,GLOBE_VALVE,100.0,"4""",DN100,600,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 600, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001913,GLOBE_VALVE,100.0,"4""",DN100,900,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 900, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001914,GLOBE_VALVE,100.0,"4""",DN100,900,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 900, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001915,GLOBE_VALVE,100.0,"4""",DN100,900,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 900, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001916,GLOBE_VALVE,100.0,"4""",DN100,900,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 900, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001917,GLOBE_VALVE,100.0,"4""",DN100,1500,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 1500, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001918,GLOBE_VALVE,100.0,"4""",DN100,1500,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 1500, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001919,GLOBE_VALVE,100.0,"4""",DN100,1500,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 4"" (DN100), CLASS 1500, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001920,GLOBE_VALVE,100.0,"4""",DN100,1500,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 4"" (DN100), CLASS 1500, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001921,GLOBE_VALVE,150.0,"6""",DN150,150,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 150, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001922,GLOBE_VALVE,150.0,"6""",DN150,150,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 150, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001923,GLOBE_VALVE,150.0,"6""",DN150,150,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 150, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001924,GLOBE_VALVE,150.0,"6""",DN150,150,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 150, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001925,GLOBE_VALVE,150.0,"6""",DN150,300,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 300, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001926,GLOBE_VALVE,150.0,"6""",DN150,300,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 300, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001927,GLOBE_VALVE,150.0,"6""",DN150,300,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 300, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001928,GLOBE_VALVE,150.0,"6""",DN150,300,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 300, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001929,GLOBE_VALVE,150.0,"6""",DN150,600,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 600, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001930,GLOBE_VALVE,150.0,"6""",DN150,600,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 600, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001931,GLOBE_VALVE,150.0,"6""",DN150,600,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 600, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001932,GLOBE_VALVE,150.0,"6""",DN150,600,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 600, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001933,GLOBE_VALVE,150.0,"6""",DN150,900,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 900, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001934,GLOBE_VALVE,150.0,"6""",DN150,900,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 900, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001935,GLOBE_VALVE,150.0,"6""",DN150,900,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 900, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001936,GLOBE_VALVE,150.0,"6""",DN150,900,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 900, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001937,GLOBE_VALVE,150.0,"6""",DN150,1500,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 1500, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001938,GLOBE_VALVE,150.0,"6""",DN150,1500,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 1500, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001939,GLOBE_VALVE,150.0,"6""",DN150,1500,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 6"" (DN150), CLASS 1500, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001940,GLOBE_VALVE,150.0,"6""",DN150,1500,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 6"" (DN150), CLASS 1500, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001941,GLOBE_VALVE,200.0,"8""",DN200,150,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 150, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001942,GLOBE_VALVE,200.0,"8""",DN200,150,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 150, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001943,GLOBE_VALVE,200.0,"8""",DN200,150,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 150, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001944,GLOBE_VALVE,200.0,"8""",DN200,150,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 150, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001945,GLOBE_VALVE,200.0,"8""",DN200,300,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 300, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001946,GLOBE_VALVE,200.0,"8""",DN200,300,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 300, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001947,GLOBE_VALVE,200.0,"8""",DN200,300,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 300, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001948,GLOBE_VALVE,200.0,"8""",DN200,300,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 300, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001949,GLOBE_VALVE,200.0,"8""",DN200,600,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 600, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001950,GLOBE_VALVE,200.0,"8""",DN200,600,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 600, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001951,GLOBE_VALVE,200.0,"8""",DN200,600,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 600, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001952,GLOBE_VALVE,200.0,"8""",DN200,600,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 600, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001953,GLOBE_VALVE,200.0,"8""",DN200,900,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 900, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001954,GLOBE_VALVE,200.0,"8""",DN200,900,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 900, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001955,GLOBE_VALVE,200.0,"8""",DN200,900,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 900, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001956,GLOBE_VALVE,200.0,"8""",DN200,900,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 900, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001957,GLOBE_VALVE,200.0,"8""",DN200,1500,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 1500, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001958,GLOBE_VALVE,200.0,"8""",DN200,1500,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 1500, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001959,GLOBE_VALVE,200.0,"8""",DN200,1500,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 8"" (DN200), CLASS 1500, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001960,GLOBE_VALVE,200.0,"8""",DN200,1500,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 8"" (DN200), CLASS 1500, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001961,GLOBE_VALVE,250.0,"10""",DN250,150,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 150, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001962,GLOBE_VALVE,250.0,"10""",DN250,150,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 150, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001963,GLOBE_VALVE,250.0,"10""",DN250,150,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 150, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001964,GLOBE_VALVE,250.0,"10""",DN250,150,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 150, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001965,GLOBE_VALVE,250.0,"10""",DN250,300,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 300, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001966,GLOBE_VALVE,250.0,"10""",DN250,300,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 300, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001967,GLOBE_VALVE,250.0,"10""",DN250,300,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 300, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001968,GLOBE_VALVE,250.0,"10""",DN250,300,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 300, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001969,GLOBE_VALVE,250.0,"10""",DN250,600,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 600, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001970,GLOBE_VALVE,250.0,"10""",DN250,600,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 600, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001971,GLOBE_VALVE,250.0,"10""",DN250,600,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 600, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001972,GLOBE_VALVE,250.0,"10""",DN250,600,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 600, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001973,GLOBE_VALVE,250.0,"10""",DN250,900,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 900, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001974,GLOBE_VALVE,250.0,"10""",DN250,900,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 900, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001975,GLOBE_VALVE,250.0,"10""",DN250,900,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 900, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001976,GLOBE_VALVE,250.0,"10""",DN250,900,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 900, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001977,GLOBE_VALVE,250.0,"10""",DN250,1500,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 1500, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001978,GLOBE_VALVE,250.0,"10""",DN250,1500,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 1500, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001979,GLOBE_VALVE,250.0,"10""",DN250,1500,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 10"" (DN250), CLASS 1500, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001980,GLOBE_VALVE,250.0,"10""",DN250,1500,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 10"" (DN250), CLASS 1500, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001981,GLOBE_VALVE,300.0,"12""",DN300,150,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 12"" (DN300), CLASS 150, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001982,GLOBE_VALVE,300.0,"12""",DN300,150,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 12"" (DN300), CLASS 150, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001983,GLOBE_VALVE,300.0,"12""",DN300,150,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 12"" (DN300), CLASS 150, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001984,GLOBE_VALVE,300.0,"12""",DN300,150,ASTM A105,RF,ASME B16.34,"VALVE, GLOBE, 12"" (DN300), CLASS 150, ASTM A105, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001985,GLOBE_VALVE,300.0,"12""",DN300,300,ASTM A216 WCB,RF,BS 1873,"VALVE, GLOBE, 12"" (DN300), CLASS 300, ASTM A216 WCB, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
CAN-001986,GLOBE_VALVE,300.0,"12""",DN300,300,ASTM A216 WCB,RF,ASME B16.34,"VALVE, GLOBE, 12"" (DN300), CLASS 300, ASTM A216 WCB, RF FACING, ASME B16.34",40141602,GEM-VALVE-GLOBE
CAN-001987,GLOBE_VALVE,300.0,"12""",DN300,300,ASTM A105,RF,BS 1873,"VALVE, GLOBE, 12"" (DN300), CLASS 300, ASTM A105, RF FACING, BS 1873",40141602,GEM-VALVE-GLOBE
